URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.org/guides/itech-uw/ValueSet/counselling-provided-on-diagnoses-codes,0.3.0,draft,,CounsellingprovidedondiagnosesCodes,Counselling provided on diagnoses Codes,"Codes representing possible values for the Counselling provided on diagnoses element",,
http://fhir.org/guides/itech-uw/ValueSet/demo-code-b,0.3.0,draft,,HIVburdenofthesettingCodes,HIV burden of the setting Codes,"Codes representing possible values for the HIV burden of the setting element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/facility-or-service-type-reporting-codes,0.3.0,draft,,FacilityorservicetypereportingCodes,Facility or service type reporting Codes,"Codes representing possible values for the Facility or service type reporting element",,
http://fhir.org/guides/itech-uw/ValueSet/heterosexual-route-of-transmission-risk-factors-codes,0.3.0,draft,,HeterosexualrouteoftransmissionriskfactorsCodes,Heterosexual route of transmission risk factors Codes,"Codes representing possible values for the Heterosexual route of transmission risk factors element",,
http://fhir.org/guides/itech-uw/ValueSet/hiv-a-de19,0.3.0,draft,,GenderCodes,Gender Codes,"Codes representing possible values for the Gender element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-a-de25,0.3.0,draft,,SexCodes,Sex Codes,"Codes representing possible values for the Sex element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-a-de34,0.3.0,draft,,CommunicationpreferencesCodes,Communication preference(s) Codes,"Codes representing possible values for the Communication preference(s) element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-a-de6,0.3.0,draft,,ReferredbyCodes,Referred by Codes,"Codes representing possible values for the Referred by element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de100,0.3.0,draft,,TestresultofHIVassay3Codes,Test result of HIV assay 3 Codes,"Codes representing possible values for the Test result of HIV assay 3 element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de103,0.3.0,draft,,TestresultofHIVassay1repeatedCodes,Test result of HIV assay 1 repeated Codes,"Codes representing possible values for the Test result of HIV assay 1 repeated element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de107,0.3.0,draft,,HIVtestresultCodes,HIV test result Codes,"Codes representing possible values for the HIV test result element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de111,0.3.0,draft,,HIVstatusCodes,HIV status Codes,"Codes representing possible values for the HIV status element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de115,0.3.0,draft,,HIVprobablerouteoftransmission*Codes,HIV probable route of transmission* Codes,"Codes representing possible values for the HIV probable route of transmission* element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de123,0.3.0,draft,,PartnerHIVtestresultCodes,Partner HIV test result Codes,"Codes representing possible values for the Partner HIV test result element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de127,0.3.0,draft,,PartnerHIVstatusconfirmedCodes,Partner HIV status (confirmed) Codes,"Codes representing possible values for the Partner HIV status (confirmed) element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de137,0.3.0,draft,,PreventionservicesofferedandreferralsCodes,Prevention services offered and referrals Codes,"Codes representing possible values for the Prevention services offered and referrals element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de144,0.3.0,draft,,SexualandreproductivehealthintegratedservicesCodes,Sexual and reproductive health integrated services Codes,"Codes representing possible values for the Sexual and reproductive health integrated services element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de15,0.3.0,draft,,TestingentrypointCodes,Testing entry point Codes,"Codes representing possible values for the Testing entry point element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de153,0.3.0,draft,,OfferotherclinicalservicesCodes,Offer other clinical services Codes,"Codes representing possible values for the Offer other clinical services element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de160,0.3.0,draft,,OthersupportservicesCodes,Other support services Codes,"Codes representing possible values for the Other support services element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de167,0.3.0,draft,,IntimatepartnerviolenceenquiryresultsCodes,Intimate partner violence enquiry results Codes,"Codes representing possible values for the Intimate partner violence enquiry results element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de178,0.3.0,draft,,TypeoffollowupappointmentCodes,Type of follow-up appointment Codes,"Codes representing possible values for the Type of follow-up appointment element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de18,0.3.0,draft,,EntrypointforcommunityleveltestingCodes,Entry point for community-level testing Codes,"Codes representing possible values for the Entry point for community-level testing element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de2,0.3.0,draft,,ReasonforHIVtestingservicesvisitCodes,Reason for HIV testing services visit Codes,"Codes representing possible values for the Reason for HIV testing services visit element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de22,0.3.0,draft,,EntrypointforfacilityleveltestingCodes,Entry point for facility-level testing Codes,"Codes representing possible values for the Entry point for facility-level testing element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de33,0.3.0,draft,,PartnerHIVstatusreportedCodes,Partner HIV status (reported) Codes,"Codes representing possible values for the Partner HIV status (reported) element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de37,0.3.0,draft,,Partnerisfromakeypopulation*Codes,Partner is from a key population* Codes,"Codes representing possible values for the Partner is from a key population* element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de49,0.3.0,draft,,Keypopulationmember*Codes,Key population member* Codes,"Codes representing possible values for the Key population member* element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de5,0.3.0,draft,,ReferredthroughpartnerservicesCodes,Referred through partner services Codes,"Codes representing possible values for the Referred through partner services element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de59,0.3.0,draft,,HIVexposuretypes*Codes,HIV exposure types* Codes,"Codes representing possible values for the HIV exposure types* element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de68,0.3.0,draft,,HIVserotypeCodes,HIV serotype Codes,"Codes representing possible values for the HIV serotype element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de74,0.3.0,draft,,TypeofcontactelicitedCodes,Type of contact elicited Codes,"Codes representing possible values for the Type of contact elicited element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de8,0.3.0,draft,,TypeofcontactorpartnerforpartnerservicesCodes,Type of contact or partner for partner services Codes,"Codes representing possible values for the Type of contact or partner for partner services element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de80,0.3.0,draft,,HIVtestconductedCodes,HIV test conducted Codes,"Codes representing possible values for the HIV test conducted element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de94,0.3.0,draft,,TestresultofHIVassay1Codes,Test result of HIV assay 1 Codes,"Codes representing possible values for the Test result of HIV assay 1 element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-b-de97,0.3.0,draft,,TestresultofHIVassay2Codes,Test result of HIV assay 2 Codes,"Codes representing possible values for the Test result of HIV assay 2 element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-c-de102,0.3.0,draft,,ReasonforPrEPregimensubstitutionCodes,Reason for PrEP regimen substitution Codes,"Codes representing possible values for the Reason for PrEP regimen substitution element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-c-de12,0.3.0,draft,,PrEPdosingtypeCodes,PrEP dosing type Codes,"Codes representing possible values for the PrEP dosing type element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-c-de126,0.3.0,draft,,HIVselftestdistributedforusebyCodes,HIV self-test distributed for use by Codes,"Codes representing possible values for the HIV self-test distributed for use by element",,"Internal"
http://fhir.org/guides/itech-uw/ValueSet/hiv-c-de15,0.3.0,draft,,OtherPrEPdosingtypespecifyCodes,Other PrEP dosing type (specify) Codes,"Codes representing possible values for the Other PrEP dosing type (specify) element",,"Internal"
